id_entidad_federativa,entidad_federativa,municipio,anio,tipo_contaminante,nombre_contaminante,numero_sitios
28,Tamaulipas,Llera,2019,"Hidrocarburos, fracción media",Diesel,1
28,Tamaulipas,Llera,2021,"Hidrocarburos, fracción media",Diesel,1
28,Tamaulipas,Reynosa,2016,"Hidrocarburos, fracción pesada",Petróleo crudo,1
28,Tamaulipas,Reynosa,2021,"Hidrocarburos, fracción media",Diesel,1
28,Tamaulipas,San Fernando,2020,"Hidrocarburos, fracción ligera",Gasolina,1
28,Tamaulipas,Tula,2021,"Hidrocarburos, fracción ligera",Gasolina,1
28,Tamaulipas,Victoria,2016,"Hidrocarburos, fracción media",Turbosina,1
28,Tamaulipas,Victoria,2016,"Hidrocarburos, más de una fracción",Más de un combustible o producto,1
28,Tamaulipas,Victoria,2017,"Hidrocarburos, fracción media",Turbosina,1
28,Tamaulipas,Victoria,2019,"Hidrocarburos, fracción media",Turbosina,1
28,Tamaulipas,Victoria,2020,"Hidrocarburos, fracción media",Turbosina,1
28,Tamaulipas,Victoria,2021,"Hidrocarburos, fracción ligera",Gasolina,1
28,Tamaulipas,Victoria,2021,"Hidrocarburos, fracción media",Diesel,1
28,Tamaulipas,Victoria,2022,"Hidrocarburos, fracción media",Diesel,1
28,Tamaulipas,Victoria,2023,"Hidrocarburos, fracción media",Más de un combustible o producto,2
29,Tlaxcala,Cuapiaxtla,2020,"Hidrocarburos, fracción ligera",Gasolina,1
30,Veracruz,Actopan,2016,"Hidrocarburos, fracción ligera",Gasolina,1
30,Veracruz,Alto Lucero de Gutiérrez Barrios,2022,"Hidrocarburos, fracción media",Diesel,1
30,Veracruz,Amatlán de los Reyes,2016,"Hidrocarburos, fracción media",Turbosina,1
30,Veracruz,Amatlán de los Reyes,2017,"Hidrocarburos, fracción media",Diesel,1
30,Veracruz,Amatlán de los Reyes,2018,"Hidrocarburos, fracción pesada",Combustóleo,1
30,Veracruz,Coatzacoalcos,2019,"Hidrocarburos, fracción pesada",Combustóleo,1
30,Veracruz,Cosamaloapan de Carpio,2019,"Hidrocarburos, fracción ligera",Gasolina,1
30,Veracruz,Cosamaloapan de Carpio,2022,"Hidrocarburos, fracción media",Diesel,1
30,Veracruz,Cosoleacaque,2016,"Hidrocarburos, fracción media",Diesel,1
30,Veracruz,Cosoleacaque,2018,"Hidrocarburos, fracción media",Turbosina,1
30,Veracruz,Cuitláhuac,2017,"Hidrocarburos, fracción media",Diesel,1
30,Veracruz,Las Choapas,2020,"Hidrocarburos, fracción media",Turbosina,1
30,Veracruz,Xalapa,2020,"Hidrocarburos, fracción media",Diesel,1
30,Veracruz,Juan Rodríguez Clara,2017,"Hidrocarburos, fracción media",Diesel,1
30,Veracruz,Maltrata,2020,"Hidrocarburos, fracción ligera",Gasolina,1
30,Veracruz,Medellín de Bravo,2020,"Hidrocarburos, fracción ligera",Gasolina,1
30,Veracruz,Minatitlán,2020,"Hidrocarburos, fracción ligera",Gasolina,1
30,Veracruz,Oluta,2018,"Hidrocarburos, fracción media",Turbosina,1
30,Veracruz,Pánuco,2023,"Hidrocarburos, más de una fracción",Petróleo crudo,1
30,Veracruz,Papantla,2016,"Hidrocarburos, fracción pesada",Petróleo crudo,2
30,Veracruz,Papantla,2019,"Hidrocarburos, fracción ligera",Gasolina,1
30,Veracruz,Papantla,2021,"Hidrocarburos, fracción media",Diesel,1
30,Veracruz,Papantla,2023,"Hidrocarburos, más de una fracción",Petróleo crudo,1
30,Veracruz,Las Vigas de Ramírez,2023,"Hidrocarburos, fracción media",Diesel,1
30,Veracruz,Castillo de Teayo,2016,"Hidrocarburos, fracción pesada",Petróleo crudo,1
30,Veracruz,Castillo de Teayo,2022,"Hidrocarburos, fracción pesada",Petróleo crudo,1
30,Veracruz,Tierra Blanca,2018,"Hidrocarburos, fracción media",Turbosina,1
30,Veracruz,Tihuatlán,2016,"Hidrocarburos, fracción pesada",Petróleo crudo,1
30,Veracruz,Tuxpan,2021,"Hidrocarburos, fracción media",Diesel,1
30,Veracruz,Veracruz,2021,"Hidrocarburos, fracción media",Diesel,1
30,Veracruz,Veracruz,2022,"Hidrocarburos, fracción ligera",Gasolina,1
30,Veracruz,Veracruz,2023,"Hidrocarburos, fracción ligera",Gasolina,1
30,Veracruz,Agua Dulce,2018,"Hidrocarburos, fracción media",Diesel,1
30,Veracruz,Agua Dulce,2022,"Hidrocarburos, fracción media",Diesel,1
30,Veracruz,Agua Dulce,2023,"Hidrocarburos, fracción media",Diesel,1
30,Veracruz,Nanchital de Lázaro Cárdenas del Río,2016,"Hidrocarburos, fracción media",Turbosina,1
30,Veracruz,Nanchital de Lázaro Cárdenas del Río,2018,"Hidrocarburos, fracción media",Diesel,1
30,Veracruz,Nanchital de Lázaro Cárdenas del Río,2019,"Hidrocarburos, fracción media",Diesel,2
30,Veracruz,Nanchital de Lázaro Cárdenas del Río,2020,"Hidrocarburos, fracción media",Diesel,1
30,Veracruz,Varios,2016,"Hidrocarburos, fracción ligera",Gasolina,1
31,Yucatán,Acanceh,2018,"Hidrocarburos, fracción media",Turbosina,1
31,Yucatán,Chemax,2017,"Hidrocarburos, fracción ligera",Gasolina,1
31,Yucatán,Hoctún,2022,"Hidrocarburos, fracción media",Turbosina,1
31,Yucatán,Kantunil,2020,"Hidrocarburos, fracción media",Diesel,1
31,Yucatán,Mérida,2018,"Hidrocarburos, fracción media",Turbosina,1
31,Yucatán,Seyé,2019,"Hidrocarburos, fracción ligera",Gasolina,1
31,Yucatán,Tahmek,2019,"Hidrocarburos, fracción media",Diesel,1
31,Yucatán,Tahmek,2021,"Hidrocarburos, fracción media",Diesel,1
31,Yucatán,Tizimín,2016,"Hidrocarburos, fracción media",Diesel,1
31,Yucatán,Valladolid,2016,"Hidrocarburos, fracción media",Diesel,1
31,Yucatán,Valladolid,2018,"Hidrocarburos, fracción media",Turbosina,1
31,Yucatán,Valladolid,2019,"Hidrocarburos, fracción media",Turbosina,1
32,Zacatecas,Concepción del Oro,2017,"Hidrocarburos, fracción ligera",Gasolina,1
32,Zacatecas,Concepción del Oro,2021,"Hidrocarburos, fracción media",Diesel,2
32,Zacatecas,Concepción del Oro,2023,"Hidrocarburos, fracción media",Diesel,2
32,Zacatecas,Fresnillo,2021,"Hidrocarburos, fracción media",Diesel,1
32,Zacatecas,Mazapil,2016,"Hidrocarburos, fracción media",Diesel,1
32,Zacatecas,Morelos,2022,"Hidrocarburos, fracción media",Diesel,1
32,Zacatecas,Río Grande,2017,"Hidrocarburos, fracción pesada",Combustóleo,1
32,Zacatecas,Sain Alto,2023,"Hidrocarburos, más de una fracción",Más de un combustible o producto,1
32,Zacatecas,Vetagrande,2023,"Hidrocarburos, fracción ligera",Gasolina,1
32,Zacatecas,Villa de Cos,2019,"Hidrocarburos, fracción media",Diesel,2
32,Zacatecas,Villa de Cos,2020,"Hidrocarburos, fracción media",Diesel,2
32,Zacatecas,Villa de Cos,2021,"Hidrocarburos, fracción ligera",Gasolina,1
